Latency,LatencyAdj,Interval
2614738,18446744073701436354,908
2614782,18446744073701426398,44
2614794,18446744073701416410,12
2614810,18446744073701406426,16
2615730,18446744073701397346,920
2615746,18446744073701387362,16
2615762,18446744073701377378,16
2615778,18446744073701367394,16
2616738,18446744073701358354,960
2616766,18446744073701348382,28
2616782,18446744073701338398,16
2616790,18446744073701328406,8
2617718,18446744073701319334,928
2617734,18446744073701309350,16
2617750,18446744073701299366,16
2617766,18446744073701289382,16
2618710,18446744073701280326,944
2618726,18446744073701270342,16
2618738,18446744073701260354,12
2618746,18446744073701250362,8
2619710,18446744073701241326,964
2619730,18446744073701231346,20
2619742,18446744073701221358,12
2619766,18446744073701211382,24
2620682,18446744073701202298,916
2620702,18446744073701192318,20
2620714,18446744073701182330,12
2621090,18446744073701172706,376
2621986,18446744073701163602,896
2622014,18446744073701153630,28
2622078,18446744073701143694,64
2622094,18446744073701133710,16
2622982,18446744073701124598,888
2623298,18446744073701114914,316
2623318,18446744073701104934,20
2623334,18446744073701094950,16
2624338,18446744073701085954,1004
2624358,18446744073701075974,20
2624366,18446744073701065982,8
2624382,18446744073701055998,16
2624394,18446744073701046010,12
2625222,18446744073701036838,828
2625242,18446744073701026858,20
2625282,18446744073701016898,40
2625294,18446744073701006910,12
2626214,18446744073700997830,920
2626258,18446744073700987874,44
2626274,18446744073700977890,16
2626290,18446744073700967906,16
2627230,18446744073700958846,940
2627254,18446744073700948870,24
2627266,18446744073700938882,12
2627282,18446744073700928898,16
2628238,18446744073700919854,956
2628250,18446744073700909866,12
2628270,18446744073700899886,20
2628290,18446744073700889906,20
2629182,18446744073700880798,892
2629194,18446744073700870810,12
2629206,18446744073700860822,12
2629218,18446744073700850834,12
2630134,18446744073700841750,916
2630146,18446744073700831762,12
2630194,18446744073700821810,48
2630210,18446744073700811826,16
2631166,18446744073700802782,956
2631182,18446744073700792798,16
2631194,18446744073700782810,12
2631206,18446744073700772822,12
2632050,18446744073700763666,844
2632098,18446744073700753714,48
2632110,18446744073700743726,12
2632130,18446744073700733746,20
2633038,18446744073700724654,908
2633058,18446744073700714674,20
2633074,18446744073700704690,16
2633986,18446744073700695602,912
2634002,18446744073700685618,16
2634010,18446744073700675626,8
2634026,18446744073700665642,16
2635014,18446744073700656630,988
2635030,18446744073700646646,16
2635046,18446744073700636662,16
2635058,18446744073700626674,12
2636006,18446744073700617622,948
2636022,18446744073700607638,16
2636038,18446744073700597654,16
2636050,18446744073700587666,12
2636950,18446744073700578566,900
2636966,18446744073700568582,16
2636978,18446744073700558594,12
2637262,18446744073700548878,284
2638142,18446744073700539758,880
2638162,18446744073700529778,20
2638174,18446744073700519790,12
2638206,18446744073700509822,32
2639162,18446744073700500778,956
2639178,18446744073700490794,16
2639218,18446744073700480834,40
2640190,18446744073700471806,972
2640218,18446744073700461834,28
2640234,18446744073700451850,16
2640246,18446744073700441862,12
2641194,18446744073700432810,948
2641206,18446744073700422822,12
2641218,18446744073700412834,12
2641230,18446744073700402846,12
2642170,18446744073700393786,940
2642182,18446744073700383798,12
2642194,18446744073700373810,12
2642238,18446744073700363854,44
2643166,18446744073700354782,928
2643186,18446744073700344802,20
2643198,18446744073700334814,12
2643210,18446744073700324826,12
2644158,18446744073700315774,948
2644170,18446744073700305786,12
2644214,18446744073700295830,44
2644226,18446744073700285842,12
2645182,18446744073700276798,956
2645194,18446744073700266810,12
2645230,18446744073700256846,36
2645238,18446744073700246854,8
2646182,18446744073700237798,944
2646210,18446744073700227826,28
2646222,18446744073700217838,12
2646234,18446744073700207850,12
2647162,18446744073700198778,928
2647182,18446744073700188798,20
2647406,18446744073700179022,224
2647430,18446744073700169046,24
2648334,18446744073700159950,904
2648366,18446744073700149982,32
2648370,18446744073700139986,4
2648382,18446744073700129998,12
2648398,18446744073700120014,16
2649294,18446744073700110910,896
2649314,18446744073700100930,20
2649326,18446744073700090942,12
2649334,18446744073700080950,8
2650262,18446744073700071878,928
2650278,18446744073700061894,16
2650302,18446744073700051918,24
2650314,18446744073700041930,12
2651278,18446744073700032894,964
2651290,18446744073700022906,12
2651302,18446744073700012918,12
2651334,18446744073700002950,32
2652322,18446744073699993938,988
2652338,18446744073699983954,16
2652350,18446744073699973966,12
2652362,18446744073699963978,12
2653298,18446744073699954914,936
2653314,18446744073699944930,16
2653322,18446744073699934938,8
2653722,18446744073699925338,400
2654678,18446744073699916294,956
2654706,18446744073699906322,28
2654718,18446744073699896334,12
2654734,18446744073699886350,16
2654750,18446744073699876366,16
2655682,18446744073699867298,932
2655694,18446744073699857310,12
2655710,18446744073699847326,16
2656634,18446744073699838250,924
2656650,18446744073699828266,16
2656662,18446744073699818278,12
2656678,18446744073699808294,16
2657562,18446744073699799178,884
2657578,18446744073699789194,16
2657590,18446744073699779206,12
2657602,18446744073699769218,12
2658546,18446744073699760162,944
2658554,18446744073699750170,8
2658574,18446744073699740190,20
2658586,18446744073699730202,12
2659470,18446744073699721086,884
2659486,18446744073699711102,16
2659518,18446744073699701134,32
2659530,18446744073699691146,12
2660538,18446744073699682154,1008
2660550,18446744073699672166,12
2660562,18446744073699662178,12
2660578,18446744073699652194,16
2661482,18446744073699643098,904
2661498,18446744073699633114,16
2661510,18446744073699623126,12
2661526,18446744073699613142,16
2662422,18446744073699604038,896
2662446,18446744073699594062,24
2662458,18446744073699584074,12
2662470,18446744073699574086,12
2663374,18446744073699564990,904
2663466,18446744073699555082,92
2663470,18446744073699545086,4
2664350,18446744073699535966,880
2664366,18446744073699525982,16
2664378,18446744073699515994,12
2664390,18446744073699506006,12
2665230,18446744073699496846,840
2665258,18446744073699486874,28
2665306,18446744073699476922,48
2665318,18446744073699466934,12
2666258,18446744073699457874,940
2666274,18446744073699447890,16
2666302,18446744073699437918,28
2666322,18446744073699427938,20
2667274,18446744073699418890,952
2667302,18446744073699408918,28
2667314,18446744073699398930,12
2667326,18446744073699388942,12
2668250,18446744073699379866,924
2668270,18446744073699369886,20
2668282,18446744073699359898,12
2668298,18446744073699349914,16
2669242,18446744073699340858,944
2669254,18446744073699330870,12
2669266,18446744073699320882,12
2669278,18446744073699310894,12
2670250,18446744073699301866,972
2670262,18446744073699291878,12
2670282,18446744073699281898,20
2671174,18446744073699272790,892
2671230,18446744073699262846,56
2671238,18446744073699252854,8
2671250,18446744073699242866,12
2672210,18446744073699233826,960
2672226,18446744073699223842,16
2672238,18446744073699213854,12
2673202,18446744073699204818,964
2673218,18446744073699194834,16
2673238,18446744073699184854,20
2673250,18446744073699174866,12
2674150,18446744073699165766,900
2674166,18446744073699155782,16
2674202,18446744073699145818,36
2674218,18446744073699135834,16
2675162,18446744073699126778,944
2675182,18446744073699116798,20
2675222,18446744073699106838,40
2675242,18446744073699096858,20
2676174,18446744073699087790,932
2676190,18446744073699077806,16
2676206,18446744073699067822,16
2676218,18446744073699057834,12
2677182,18446744073699048798,964
2677202,18446744073699038818,20
2677222,18446744073699028838,20
2677234,18446744073699018850,12
2677246,18446744073699008862,12
2678146,18446744073698999762,900
2678158,18446744073698989774,12
2678174,18446744073698979790,16
2678194,18446744073698969810,20
2679082,18446744073698960698,888
2679098,18446744073698950714,16
2679178,18446744073698940794,80
2679222,18446744073698930838,44
2680182,18446744073698921798,960
2680206,18446744073698911822,24
2680218,18446744073698901834,12
2680230,18446744073698891846,12
2681142,18446744073698882758,912
2681222,18446744073698872838,80
2681246,18446744073698862862,24
2681254,18446744073698852870,8
2682214,18446744073698843830,960
2682230,18446744073698833846,16
2682242,18446744073698823858,12
2682258,18446744073698813874,16
2683194,18446744073698804810,936
2683206,18446744073698794822,12
2683222,18446744073698784838,16
2683238,18446744073698774854,16
2684166,18446744073698765782,928
2684182,18446744073698755798,16
2684206,18446744073698745822,24
2684222,18446744073698735838,16
2685182,18446744073698726798,960
2685194,18446744073698716810,12
2685218,18446744073698706834,24
2685230,18446744073698696846,12
2686502,18446744073698688118,1272
2686562,18446744073698678178,60
2686578,18446744073698668194,16
2686594,18446744073698658210,16
2687518,18446744073698649134,924
2687530,18446744073698639146,12
2687546,18446744073698629162,16
2687562,18446744073698619178,16
2688510,18446744073698610126,948
2688530,18446744073698600146,20
2688546,18446744073698590162,16
2688558,18446744073698580174,12
2689466,18446744073698571082,908
2689478,18446744073698561094,12
2689494,18446744073698551110,16
2689510,18446744073698541126,16
2690390,18446744073698532006,880
2690418,18446744073698522034,28
2690462,18446744073698512078,44
2690478,18446744073698502094,16
2691370,18446744073698492986,892
2691390,18446744073698483006,20
2691450,18446744073698473066,60
2691466,18446744073698463082,16
2692398,18446744073698454014,932
2692414,18446744073698444030,16
2692426,18446744073698434042,12
2692458,18446744073698424074,32
2693646,18446744073698415262,1188
2693670,18446744073698405286,24
2693682,18446744073698395298,12
2693694,18446744073698385310,12
2694674,18446744073698376290,980
2694690,18446744073698366306,16
2694706,18446744073698356322,16
2694718,18446744073698346334,12
2695590,18446744073698337206,872
2695606,18446744073698327222,16
2695682,18446744073698317298,76
2695702,18446744073698307318,20
2695718,18446744073698297334,16
2696710,18446744073698288326,992
2696730,18446744073698278346,20
2696742,18446744073698268358,12
2696762,18446744073698258378,20
2697682,18446744073698249298,920
2697710,18446744073698239326,28
2697722,18446744073698229338,12
2697762,18446744073698219378,40
2698734,18446744073698210350,972
2698742,18446744073698200358,8
2698754,18446744073698190370,12
2698766,18446744073698180382,12
2699710,18446744073698171326,944
2699730,18446744073698161346,20
2699746,18446744073698151362,16
2699762,18446744073698141378,16
2700722,18446744073698132338,960
2700738,18446744073698122354,16
2700750,18446744073698112366,12
2700762,18446744073698102378,12
2701734,18446744073698093350,972
2701758,18446744073698083374,24
2701766,18446744073698073382,8
2701822,18446744073698063438,56
2702734,18446744073698054350,912
2702750,18446744073698044366,16
2702766,18446744073698034382,16
2703694,18446744073698025310,928
2703710,18446744073698015326,16
2703730,18446744073698005346,20
2703742,18446744073697995358,12
2704658,18446744073697986274,916
2704674,18446744073697976290,16
2704690,18446744073697966306,16
2705590,18446744073697957206,900
2705606,18446744073697947222,16
2705618,18446744073697937234,12
2705630,18446744073697927246,12
2706586,18446744073697918202,956
2706598,18446744073697908214,12
2706614,18446744073697898230,16
2706622,18446744073697888238,8
2707562,18446744073697879178,940
2707574,18446744073697869190,12
2707590,18446744073697859206,16
2707602,18446744073697849218,12
2708586,18446744073697840202,984
2708606,18446744073697830222,20
2708618,18446744073697820234,12
2708630,18446744073697810246,12
2709602,18446744073697801218,972
2709626,18446744073697791242,24
2709646,18446744073697781262,20
2709974,18446744073697771590,328
2710982,18446744073697762598,1008
2710994,18446744073697752610,12
2711258,18446744073697742874,264
2711278,18446744073697732894,20
2711290,18446744073697722906,12
2711302,18446744073697712918,12
2712206,18446744073697703822,904
2712222,18446744073697693838,16
2712234,18446744073697683850,12
2712250,18446744073697673866,16
2712258,18446744073697663874,8
2713146,18446744073697654762,888
2713194,18446744073697644810,48
2713210,18446744073697634826,16
2713230,18446744073697624846,20
2714178,18446744073697615794,948
2714222,18446744073697605838,44
2714238,18446744073697595854,16
2714254,18446744073697585870,16
2715218,18446744073697576834,964
2715230,18446744073697566846,12
2715238,18446744073697556854,8
2715258,18446744073697546874,20
2716174,18446744073697537790,916
2716190,18446744073697527806,16
2716206,18446744073697517822,16
2716222,18446744073697507838,16
2717250,18446744073697498866,1028
2717266,18446744073697488882,16
2717278,18446744073697478894,12
2717290,18446744073697468906,12
2718218,18446744073697459834,928
2718238,18446744073697449854,20
2718254,18446744073697439870,16
2718566,18446744073697430182,312
2719730,18446744073697421346,1164
2719742,18446744073697411358,12
2719754,18446744073697401370,12
2719766,18446744073697391382,12
2719782,18446744073697381398,16
2720726,18446744073697372342,944
2720746,18446744073697362362,20
2720774,18446744073697352390,28
2720790,18446744073697342406,16
2721750,18446744073697333366,960
2721762,18446744073697323378,12
2721774,18446744073697313390,12
2721786,18446744073697303402,12
2722726,18446744073697294342,940
2722734,18446744073697284350,8
2722746,18446744073697274362,12
2722762,18446744073697264378,16
2723718,18446744073697255334,956
2723730,18446744073697245346,12
2723746,18446744073697235362,16
2723766,18446744073697225382,20
2724678,18446744073697216294,912
2724698,18446744073697206314,20
